case_id,customer_id,site_code,channel,issue_type,priority,created_at,first_response_seconds,handle_seconds,resolved_at,sla_target_seconds,sla_breached,agent_id
C103030,U14053,PHX1,phone,refund,P3,02/16/2026 16:12,506,783,2026-02-16 16:47:00,259200,0,A162
C102439,U14730,JFK5,phone,refund,P3,2026-02-07 20:02:00,574,976,2026-02-07 20:16:55,259200,0,A145
C101267,U12589,DFW2,chat,delivery_delay,P2,2026-01-21 09:27:17,114,569,2026-01-23 19:01:05,172800,1,A163
C100054,U12025,DFW2,phone,account,P2,2026-01-01 13:07:35,,835,2026-01-01,172800,0,A139
C100293,U15381,JFK5,chat,account,P2,01/06/2026 13:54,116,586,2026-01-09 06:38:26,172800,1,A137
C102359,U13428,JFK5,chat,account,P2,2026-02-06 08:36:38,186,504,2026-02-08 13:27:00,172800,1,A151
C102935,U5685,DFW2,email,damaged_item,P3,2026-02-14 10:59:42,253,1254,2026-02-14 11:39:49,259200,0,A125
C100898,U7400,DFW2,phone,payment,P3,2026-01-15 14:51:47,6315,9798,01/15/2026 18:16,259200,0,A118
C102203,U7580,DFW2,email,account,P3,2026-02-03 10:34:51,891,1583,2026-02-03 11:35:15,259200,0,A139
C101568,U8567,JFK5,chat,account,P2,2026-01-25 20:12:16,140,338,2026-01-25 20:18:05,172800,0,A153
C101928,U10064,JFK5,chat,damaged_item,P2,2026-01-30 19:06:24,235,578,2026-01-30,172800,0,A100
C101410,U5743,PHX1,callback,refund,P3,2026-01-22 22:59:09,327,638,2026-01-22 23:12:07,259200,0,A119
C103582,U6331,SEA3,chat,account,P3,2026-02-24 18:40:47,213,416,02/28/2026 16:38,259200,1,A179
C100925,U17157,PHX1,email,wrong_item,P3,01/15/2026 11:20,734,1515,19-01-2026 15:57,259200,1,A114
C100841,U7125,JFK5,chat,refund,P2,14-01-2026 13:52,109,242,2026-01-14 14:02:35,172800,0,
C102201,U7130,SEA3,email,wrong_item,P2,2026-02-03 16:51:01,319,1332,2026-02-03 17:24:04,172800,0,A121
C103745,U8930,PHX1,callback,payment,P2,2026-02-26 09:07:38,412,1230,2026-02-26 09:49:10,172800,0,A174
C103632,U7853,PHX1,chat,refund,P2,2026-02-25 07:43:09,57,273,2026-02-25 07:48:46,172800,0,A160
C102358,U17972,JFK5,callback,refund,P2,2026-02-06 11:48:48,322,663,02/06/2026 12:06,172800,0,A102
C101632,U12508,SEA3,email,refund,P1,2026-01-26 07:03:29,,1356,2026-01-26 07:49:55,86400,0,A111
C100169,U12846,PHX1,phone,damaged_item,P2,2026-01-03 12:30:13,325,516,2026-01-03 12:38:02,172800,0,A131
C100803,U15912,JFK5,phone,payment,P2,2026-01-14 21:47:19,117,371,2026-01-14 21:58:54,172800,0,A160
C102447,U18693,PHX1,phone,payment,P2,2026-02-07 16:24:17,139,649,07-02-2026 16:41,172800,0,A167
C102770,U10953,JFK5,chat,payment,P2,2026-02-11 10:42:44,,692,2026-02-11 11:13:31,172800,0,A134
C102187,U10575,SEA3,chat,account,P3,2026-02-03 07:14:14,250,390,2026-02-03 07:31:17,259200,0,A114
C103666,U11906,SEA3,email,damaged_item,P2,2026-02-25 06:24:57,778,1548,2026-02-25,172800,0,A146
C100734,U15737,SEA3,chat,damaged_item,P1,2026-01-13 06:52:02,1567,9675,01/13/2026 11:46,86400,0,A136
C101866,U14473,SEA3,chat,wrong_item,P3,2026-01-29 16:27:19,311,548,01/29/2026 16:39,259200,0,A125
C102443,U14112,SEA3,phone,wrong_item,P2,2026-02-07 12:35:14,193,393,2026-02-09 17:48:57,172800,1,A113
C101906,U7426,PHX1,chat,account,P3,01/30/2026 06:30,191,399,2026-01-30 06:39:19,259200,0,A123
C103681,U14570,SEA3,email,damaged_item,P2,2026-02-26 13:58:42,409,1277,2026-03-01 20:57:19,172800,1,A165
C101659,U6222,DFW2,chat,damaged_item,P2,27-01-2026 13:36,4265,20956,2026-01-28 00:12:43,172800,0,A101
C102432,U10567,PHX1,chat,refund,P3,2026-02-06 15:24:58,61,265,2026-02-10 15:23:29,259200,1,A134
C100709,U10971,PHX1,chat,delivery_delay,P3,01/12/2026 22:32,82,299,01/12/2026 22:42,259200,0,A154
C103475,U11986,PHX1,email,wrong_item,P2,23-02-2026 10:24,344,1002,2026-02-23 10:50:54,172800,0,A164
C100969,U14663,PHX1,chat,wrong_item,P1,2026-01-16 17:28:59,199,386,,86400,0,A138
C100172,U13005,DFW2,chat,,P2,2026-01-03 19:18:09,295,475,2026-01-03 19:27:25,172800,0,A162
C100183,U14125,SEA3,chat,delivery_delay,P3,04-01-2026 18:20,81,404,2026-01-04 18:26:16,259200,0,A171
C102632,U12438,PHX1,email,account,P3,2026-02-10 12:58:58,825,1439,10-02-2026 13:40,259200,0,A148
C101268,U15293,PHX1,chat,delivery_delay,P3,2026-01-21 22:10:58,374,669,2026-01-21 22:33:23,259200,0,A124
C102886,U18477,PHX1,phone,delivery_delay,P1,2026-02-13 12:22:49,111,443,2026-02-13 12:34:53,86400,0,A106
C100670,U5937,JFK5,chat,wrong_item,P2,2026-01-12 21:30:48,236,381,2026-01-12 21:44:57,172800,0,A145
C100535,U10067,PHX1,email,damaged_item,P1,2026-01-09 17:30:45,343,631,2026-01-09 17:46:36,86400,0,A146
C101569,U18305,DFW2,chat,refund,P2,2026-01-25 08:55:50,178,438,25-01-2026 09:05,172800,0,A171
C103282,U18143,JFK5,phone,delivery_delay,P3,2026-02-19 06:31:16,162,369,2026-02-19 06:47:35,259200,0,A119
C101537,U13748,DFW2,chat,wrong_item,P3,2026-01-25 17:35:44,297,557,2026-01-25 17:43:34,259200,0,
C100643,U16617,SEA3,email,delivery_delay,P2,2026-01-11 12:32:02,454,1300,2026-01-14,172800,1,A117
C100287,U7140,JFK5,phone,refund,P2,2026-01-05 21:51:36,455,926,2026-01-05,172800,0,A161
C102472,U15638,PHX1,phone,payment,P3,2026-02-08 17:51:23,149,430,2026-02-08 18:00:36,259200,0,A167
C100962,U17498,SEA3,phone,delivery_delay,P3,2026-01-16 08:48:27,272,650,01/16/2026 09:03,259200,0,A129
C103043,U11491,SEA3,callback,damaged_item,P2,2026-02-16 11:05:06,154,455,2026-02-16 11:20:17,172800,0,A168
C101689,U18923,DFW2,phone,damaged_item,P3,2026-01-27 22:52:35,504,938,2026-01-27 23:14:54,259200,0,A131
C102012,U6423,DFW2,chat,delivery_delay,P2,02/01/2026 19:08,118,346,2026-02-01,172800,0,A140
C103512,U7214,SEA3,chat,delivery_delay,P3,2026-02-23 19:42:26,185,575,2026-02-23 20:00:11,259200,0,A103
C101517,U7474,PHX1,phone,delivery_delay,P2,2026-01-24 07:42:58,133,796,2026-01-24 08:03:06,172800,0,A145
C100900,U8504,JFK5,email,wrong_item,P3,2026-01-15 13:35:25,357,1158,2026-01-15 13:59:12,259200,0,A121
C100877,U18184,PHX1,chat,,P3,15-01-2026 13:42,199,397,01/15/2026 13:58,259200,0,A162
C103031,U10252,DFW2,phone,wrong_item,P1,2026-02-16 18:16:06,502,882,2026-02-16 18:51:44,86400,0,A169
C102387,U7877,JFK5,email,account,P1,2026-02-06 22:45:34,658,1078,2026-02-06 23:23:49,86400,0,A168
C101129,U8263,SEA3,chat,damaged_item,P3,2026-01-19 18:00:04,308,698,2026-01-19 18:18:20,259200,0,A134
C100519,U12797,PHX1,chat,payment,P2,09-01-2026 11:31,245,511,01/09/2026 11:50,172800,0,A171
C100156,U16500,DFW2,callback,damaged_item,P2,2026-01-03 09:40:58,209,556,01/03/2026 09:59,172800,0,A170
C101309,U18393,SEA3,chat,damaged_item,P2,2026-01-21 11:28:04,242,608,2026-01-21 11:41:09,172800,0,A141
C101770,U5875,DFW2,email,refund,P1,2026-01-28 13:21:46,850,1479,01/28/2026 14:09,86400,0,A155
C103744,U5649,SEA3,email,delivery_delay,P2,2026-02-26 13:13:07,450,1485,02/26/2026 14:17,172800,0,A162
C102302,U7627,SEA3,email,payment,P2,2026-02-05 19:09:22,243,733,02/05/2026 19:34,172800,0,A126
C101599,U17902,SEA3,chat,damaged_item,P2,2026-01-26 06:39:58,302,716,2026-01-26 07:01:07,172800,0,A121
C100116,U6402,SEA3,email,,P1,2026-01-02 06:40:32,141,523,2026-01-02 06:56:17,86400,0,A167
C100698,U9620,JFK5,chat,account,P3,2026-01-12 09:50:59,205,521,01/12/2026 10:08,259200,0,A170
C101920,U9040,JFK5,chat,,P3,2026-01-30 14:11:13,55,260,2026-01-30 14:16:47,259200,0,A150
C102558,U8719,PHX1,email,,P2,2026-02-09,564,1078,02/09/2026 14:40,172800,0,A179
C103628,U5266,JFK5,chat,delivery_delay,P3,02/25/2026 20:10,447,689,2026-02-25 20:28:53,259200,0,A153
C101096,U14499,PHX1,phone,refund,P1,18-01-2026 20:59,162,787,2026-01-18 21:21:23,86400,0,A171
C103756,U10043,SEA3,email,wrong_item,P2,2026-02-26 21:18:40,609,1150,2026-02-26,172800,0,A119
C103911,U17020,SEA3,chat,account,P2,01-03-2026 19:16,272,514,2026-03-01 19:27:51,172800,0,A137
C102540,U10571,DFW2,chat,,P2,2026-02-09 18:42:25,,268,2026-02-09,172800,0,A166
C102665,U8577,JFK5,email,account,P2,2026-02-10 18:04:24,435,695,2026-02-10 18:23:45,172800,0,A125
C102747,U11775,JFK5,chat,delivery_delay,P2,2026-02-11 21:05:55,177,397,2026-02-11 21:20:25,172800,0,A104
C100810,U9747,PHX1,email,damaged_item,P2,2026-01-14 19:50:29,344,1541,2026-01-14 20:48:27,172800,0,A179
C101661,U17469,JFK5,chat,payment,P3,2026-01-27 18:45:50,66,339,2026-01-31 07:56:09,259200,1,A135
C103402,U8326,JFK5,chat,damaged_item,P3,2026-02-21 09:31:15,129,271,2026-02-21 09:34:53,259200,0,A107
C102813,U11998,JFK5,email,refund,P3,02/12/2026 15:13,175,553,2026-02-12 15:26:31,259200,0,A121
C103245,U10207,SEA3,callback,refund,P2,19-02-2026 13:29,284,961,2026-02-19 13:57:26,172800,0,
C102981,U11451,JFK5,callback,refund,P2,2026-02-15 18:21:43,349,1033,2026-02-15 18:35:04,172800,0,A148
C103477,U10935,JFK5,phone,damaged_item,P2,23-02-2026 07:47,173,598,2026-02-23 08:06:29,172800,0,A138
C101623,U13901,SEA3,phone,account,P3,2026-01-26 12:59:29,143,932,01/26/2026 13:37,259200,0,A110
C100921,U10683,JFK5,callback,wrong_item,P3,2026-01-15 10:20:48,738,1259,,259200,0,
C103362,U6063,JFK5,email,,P2,2026-02-20 06:17:57,197,1096,20-02-2026 06:48,172800,0,A142
C100941,U11554,SEA3,email,refund,P3,2026-01-15 16:32:34,900,1470,,259200,0,A136
C100902,U10381,DFW2,email,refund,P2,2026-01-15 19:13:39,178,541,2026-01-15 19:26:33,172800,0,A112
C101982,U12030,PHX1,chat,wrong_item,P2,01/30/2026 20:26,92,482,2026-01-30,172800,0,A166
C103480,U16789,PHX1,callback,account,P3,23-02-2026 16:26,333,993,2026-02-23 16:58:40,259200,0,A160
C102423,U10214,DFW2,chat,payment,P1,2026-02-06 18:43:38,59,331,2026-02-06 18:54:19,86400,0,
C101847,U11158,JFK5,chat,account,P2,01/29/2026 10:36,307,548,2026-01-29 10:50:26,172800,0,A147
C103857,U8406,PHX1,email,payment,P3,2026-02-28 09:39:41,191,577,2026-02-28 09:52:42,259200,0,
C103276,U15729,JFK5,phone,delivery_delay,P2,2026-02-19 15:18:29,155,867,19-02-2026 15:45,172800,0,A167
C102977,U18590,SEA3,chat,refund,P3,2026-02-15 17:47:33,108,547,2026-02-15,259200,0,A116
C103530,U16382,JFK5,email,refund,P2,2026-02-23 16:12:40,496,1460,2026-02-23 17:03:32,172800,0,A162
C101028,U12871,SEA3,email,refund,P3,2026-01-16 08:21:15,154,905,2026-01-16 08:39:20,259200,0,A175
C100912,U18285,SEA3,phone,refund,P1,2026-01-15 20:53:40,117,459,2026-01-15 21:11:12,86400,0,A136
C102710,U14043,PHX1,phone,damaged_item,P3,2026-02-11 15:25:06,348,586,2026-02-11 15:51:39,259200,0,A154
C103750,U9722,DFW2,email,delivery_delay,P2,2026-02-26 20:07:07,,1523,2026-02-26 20:47:48,172800,0,A175
C102430,U17276,SEA3,chat,refund,P2,2026-02-06 09:29:21,118,424,2026-02-08 17:45:52,172800,1,A134
C103314,U11551,DFW2,email,refund,P1,20-02-2026 22:59,544,843,20-02-2026 23:24,86400,0,A172
C100235,U5699,SEA3,chat,delivery_delay,P2,2026-01-05 14:58:52,382,634,,172800,0,A159
C101583,U13726,PHX1,phone,delivery_delay,P3,2026-01-26 16:12:08,,424,2026-01-26 16:20:51,259200,0,A116
C103181,U7947,DFW2,email,payment,P2,2026-02-18 14:50:11,369,932,2026-02-18 15:25:44,172800,0,A112
C102451,U17630,DFW2,email,account,P3,02/07/2026 20:00,385,1217,12-02-2026 11:57,259200,1,A171
C102141,U10718,JFK5,email,,P3,2026-02-03 16:47:13,321,648,03-02-2026 17:12,259200,0,A152
C102000,U9860,JFK5,callback,payment,P3,2026-01-31 19:57:35,495,946,2026-01-31 20:14:44,259200,0,A171
C102415,U18508,PHX1,email,account,P1,02/06/2026 07:10,390,1297,2026-02-06 07:47:40,86400,0,A173
C100320,U11637,PHX1,chat,payment,P3,2026-01-06 10:57:34,94,592,2026-01-10 23:29:12,259200,1,A175
C100207,U9558,SEA3,phone,payment,P2,01/05/2026 21:09,,377,2026-01-05 21:17:30,172800,0,A147
C102950,U10525,JFK5,email,refund,P2,2026-02-14 12:49:34,249,803,2026-02-17 22:38:32,172800,1,A160
C102196,U9586,DFW2,chat,refund,P3,2026-02-03 11:18:12,63,246,2026-02-03 11:26:49,259200,0,
C101220,U18195,JFK5,phone,payment,P1,20-01-2026 06:49,259,468,2026-01-21 12:25:38,86400,1,A112
C102896,U12560,DFW2,phone,damaged_item,P3,2026-02-13 21:09:48,145,815,,259200,0,A161
C102626,U9862,JFK5,email,account,P2,02/10/2026 06:40,,687,02/13/2026 02:20,172800,1,A124
C100315,U15582,PHX1,chat,account,P2,01/06/2026 10:07,195,376,2026-01-06 10:21:39,172800,0,A165
C101529,U9294,SEA3,email,account,P2,2026-01-24 10:55:27,,1130,24-01-2026 11:23,172800,0,A171
C100006,U14560,JFK5,email,payment,P2,01/01/2026 12:41,346,805,01/01/2026 13:02,172800,0,A151
C102795,U14890,DFW2,chat,wrong_item,P2,2026-02-12 22:11:57,,580,12-02-2026 22:36,172800,0,A105
C103783,U13368,DFW2,email,wrong_item,P3,2026-02-27 16:16:10,,1024,2026-02-27 17:02:12,259200,0,A127
C101494,U14197,JFK5,email,refund,P2,2026-01-23 14:17:37,561,1359,2026-01-23 15:08:33,172800,0,A121
C103550,U9135,PHX1,email,damaged_item,P2,2026-02-24 16:24:41,208,716,2026-02-24 16:47:41,172800,0,A101
C102656,U6739,JFK5,email,damaged_item,P1,2026-02-10,433,986,2026-02-10 07:35:12,86400,0,A107
C103540,U8067,SEA3,chat,account,P3,2026-02-24 07:35:19,,291,2026-02-24 07:42:29,259200,0,A143
C102849,U7720,DFW2,phone,payment,P2,2026-02-12,473,917,2026-02-12 13:48:23,172800,0,A119
C100766,U8436,DFW2,chat,refund,P3,2026-01-13 20:40:37,,435,2026-01-13 20:55:59,259200,0,A124
C103803,U12634,JFK5,chat,refund,P3,2026-02-27 12:06:58,165,271,03/03/2026 06:33,259200,1,A137
C102248,U7401,PHX1,chat,damaged_item,P2,04-02-2026 17:52,220,477,2026-02-04 18:07:05,172800,0,A102
C102252,U11185,SEA3,email,account,P3,2026-02-04 07:42:36,360,1342,02/04/2026 08:26,259200,0,A112
C103355,U12685,DFW2,phone,refund,P1,02/20/2026 14:39,167,318,2026-02-20 14:50:08,86400,0,A157
C103711,U5447,JFK5,phone,damaged_item,P3,2026-02-26 10:01:58,464,855,2026-02-26 10:18:14,259200,0,A109
C101262,U7637,PHX1,email,damaged_item,P1,2026-01-21 19:42:08,859,1527,2026-01-21 20:50:03,86400,0,A172
C101768,U9566,PHX1,email,wrong_item,P3,2026-01-28 06:43:13,612,1008,28-01-2026 07:17,259200,0,A102
C100890,U6721,SEA3,chat,payment,P2,2026-01-15 21:34:31,248,582,2026-01-15 21:57:23,172800,0,A154
C103072,U5094,JFK5,phone,damaged_item,P3,2026-02-17 11:09:14,141,869,2026-02-17 11:49:29,259200,0,A119
C100060,U11744,SEA3,phone,wrong_item,P3,2026-01-01 11:37:27,203,656,01-01-2026 11:51,259200,0,A163
C102974,U6038,SEA3,callback,damaged_item,P3,2026-02-15 19:10:21,594,1174,2026-02-15 19:31:54,259200,0,A129
C100485,U8346,PHX1,email,refund,P2,2026-01-08 20:05:05,153,743,2026-01-08 20:21:49,172800,0,A166
C100184,U8977,JFK5,chat,damaged_item,P2,2026-01-04 22:26:06,195,662,2026-01-08 09:30:47,172800,1,A173
C102949,U8321,PHX1,email,account,P3,2026-02-14 07:11:48,308,1029,2026-02-14 07:40:13,259200,0,A130
C103730,U5223,JFK5,chat,account,P2,2026-02-26,208,322,02/26/2026 07:00,172800,0,A143
C101208,U12798,JFK5,chat,delivery_delay,P1,2026-01-20 08:21:59,327,625,2026-01-20 08:50:03,86400,0,A135
C100110,U12218,JFK5,phone,refund,P2,2026-01-02 15:48:47,192,780,2026-01-02 16:18:04,172800,0,A159
C100581,U17683,DFW2,chat,damaged_item,P3,2026-01-10 08:32:35,,231,2026-01-10 08:38:15,259200,0,A138
C102403,U14963,DFW2,chat,payment,P2,06-02-2026 18:29,89,481,2026-02-06 18:42:10,172800,0,A155
C101467,U16782,DFW2,chat,payment,P1,2026-01-23 22:49:25,297,514,2026-01-23 23:10:15,86400,0,A147
C103351,U14482,PHX1,phone,damaged_item,P2,2026-02-20 16:13:49,148,802,2026-02-20 16:48:45,172800,0,A125
C100585,U13020,SEA3,email,account,P2,2026-01-10 12:28:04,496,1060,,172800,0,A153
C101669,U12796,PHX1,email,refund,P1,2026-01-27 20:41:57,239,942,2026-01-27 21:13:51,86400,0,A153
C102532,U13299,JFK5,chat,account,P2,2026-02-09 15:14:18,226,636,2026-02-09 15:27:12,172800,0,A111
C100438,U15854,SEA3,chat,delivery_delay,P2,2026-01-08 17:07:55,184,540,2026-01-08 17:23:39,172800,0,A122
C102693,U18376,PHX1,phone,refund,P2,2026-02-11 08:19:38,127,316,2026-02-11 08:26:52,172800,0,A155
C101606,U5510,SEA3,phone,refund,P2,01/26/2026 07:38,144,438,01/26/2026 07:51,172800,0,A101
C100598,U7742,SEA3,email,wrong_item,P3,2026-01-10 11:50:15,8583,13612,2026-01-10 17:32:30,259200,0,A100
C103315,U9142,SEA3,email,payment,P2,2026-02-20 09:02:47,364,654,20-02-2026 09:16,172800,0,A100
C102008,U7733,PHX1,phone,damaged_item,P2,2026-02-01 21:39:54,198,414,2026-02-01 21:49:56,172800,0,A151
C100772,U13502,PHX1,phone,wrong_item,P3,2026-01-13 15:53:57,118,724,,259200,0,A176
C101332,U10821,DFW2,chat,wrong_item,P2,2026-01-21 22:17:31,3162,13128,01/22/2026 05:35,172800,0,A157
C102048,U18488,PHX1,phone,refund,P2,02/02/2026 08:05,437,701,2026-02-04 19:51:16,172800,1,A101
C103275,U15220,PHX1,email,payment,P2,02/19/2026 06:45,758,1306,2026-02-19 07:34:47,172800,0,A100
C102254,U9447,JFK5,chat,delivery_delay,P2,2026-02-04 15:39:59,118,274,2026-02-04 15:52:28,172800,0,A152
C101557,U5779,PHX1,chat,payment,P3,2026-01-25 09:33:30,69,277,2026-01-25 09:39:06,259200,0,A129
C102454,U17317,PHX1,callback,wrong_item,P1,2026-02-07,239,877,2026-02-08 19:13:16,86400,1,A153
C103088,U14365,SEA3,email,delivery_delay,P2,2026-02-17 06:20:18,344,1179,2026-02-17 06:52:41,172800,0,A128
C100919,U11131,DFW2,chat,delivery_delay,P2,2026-01-15 12:56:11,120,443,2026-01-15 13:12:53,172800,0,A100
C102745,U7619,JFK5,email,refund,P3,2026-02-11 09:08:39,283,695,2026-02-11 09:22:24,259200,0,A158
C101162,U18044,DFW2,phone,damaged_item,P2,19-01-2026 12:25,201,644,01/21/2026 19:58,172800,1,A101
C102263,U12965,JFK5,phone,account,P1,2026-02-04 09:53:06,335,687,2026-02-04 10:08:28,86400,0,A152
C100798,U6377,PHX1,chat,wrong_item,P2,2026-01-14 09:47:07,,463,2026-01-14,172800,0,A145
C100666,U7200,SEA3,chat,,P2,2026-01-12 21:00:06,202,555,2026-01-12 21:13:02,172800,0,A125
C101791,U18200,SEA3,email,refund,P3,2026-01-28,289,1490,28-01-2026 07:02,259200,0,A112
C100078,U11086,SEA3,email,damaged_item,P2,2026-01-02 17:05:50,619,1274,2026-01-02 17:50:17,172800,0,A113
C100466,U5666,SEA3,chat,delivery_delay,P2,2026-01-08 07:37:11,130,306,2026-01-08 07:46:35,172800,0,A117
C103161,U8379,PHX1,phone,payment,P3,2026-02-18 12:16:00,484,804,2026-02-18 12:41:15,259200,0,A104
C102500,U5975,DFW2,chat,payment,P3,2026-02-08 06:24:25,,683,12-02-2026 01:10,259200,1,A149
C101702,U8550,JFK5,phone,,P3,2026-01-27 21:08:25,338,707,2026-01-27 21:36:58,259200,0,A140
C101184,U14354,SEA3,callback,wrong_item,P2,2026-01-19 13:53:42,272,816,2026-01-22 01:00:52,172800,1,A145
C100090,U16813,PHX1,email,account,P2,2026-01-02 10:35:03,656,1361,2026-01-02 11:28:56,172800,0,A106
C100685,U6573,DFW2,phone,delivery_delay,P3,2026-01-12 06:23:46,249,685,2026-01-12 06:52:39,259200,0,A145
C102222,U9237,PHX1,chat,refund,P1,2026-02-04 09:43:21,338,605,2026-02-04 10:01:13,86400,0,A162
C100229,U18434,JFK5,chat,account,P2,2026-01-05 08:02:58,87,454,2026-01-05 08:12:31,172800,0,A150
C102605,U10411,DFW2,chat,damaged_item,P2,2026-02-10 20:42:05,,626,2026-02-10 20:57:58,172800,0,A155
C102396,U15566,PHX1,callback,account,P3,2026-02-06 09:26:30,284,788,2026-02-06 09:58:27,259200,0,A158
C100770,U12693,SEA3,email,delivery_delay,P3,13-01-2026 09:40,,953,2026-01-13 10:08:13,259200,0,A115
C102566,U9122,SEA3,chat,wrong_item,P2,02/09/2026 18:19,209,323,2026-02-12 02:03:20,172800,1,A127
C101324,U6398,JFK5,chat,refund,P2,01/21/2026 09:23,114,250,2026-01-21 09:31:22,172800,0,A155
C100681,U17003,SEA3,chat,damaged_item,P3,2026-01-12 21:40:53,79,250,2026-01-12 21:51:19,259200,0,A128
C100868,U9565,DFW2,chat,wrong_item,P2,2026-01-14 11:07:18,102,367,2026-01-16 23:42:21,172800,1,A118
C102989,U5513,JFK5,email,wrong_item,P3,2026-02-16 08:38:19,400,1501,2026-02-16 09:22:12,259200,0,A125
C100988,U14359,JFK5,phone,damaged_item,P1,2026-01-16 15:30:30,183,928,16-01-2026 16:00,86400,0,A125
C101743,U9073,PHX1,phone,refund,P2,28-01-2026 15:10,551,899,2026-01-28 15:51:33,172800,0,A101
C101173,U8222,JFK5,phone,payment,P3,2026-01-19 12:09:21,349,843,2026-01-19 12:38:54,259200,0,A155
C102334,U10268,DFW2,phone,delivery_delay,P2,2026-02-05 16:42:01,,697,2026-02-05 16:58:41,172800,0,A136
C101865,U15336,PHX1,email,refund,P2,2026-01-29 13:27:30,286,1515,,172800,1,
C100118,U17765,JFK5,phone,delivery_delay,P3,02-01-2026 17:15,184,436,2026-01-02 17:33:48,259200,0,A159
C100711,U9354,JFK5,chat,wrong_item,P2,2026-01-12 09:12:18,328,681,12-01-2026 09:43,172800,0,A115
C103357,U10815,SEA3,chat,,P2,02/20/2026 11:44,70,253,20-02-2026 11:54,172800,0,A102
C100759,U14901,SEA3,chat,delivery_delay,P3,2026-01-13 20:06:05,215,613,2026-01-13 20:18:26,259200,0,A162
C100703,U5227,SEA3,email,payment,P1,12-01-2026 06:27,,1574,01/12/2026 07:20,86400,0,A178
C101237,U14602,PHX1,email,account,P3,2026-01-20 16:24:06,137,541,2026-01-20,259200,0,A113
C100874,U5635,DFW2,phone,account,P3,2026-01-14 10:12:40,,303,2026-01-14 10:23:28,259200,0,A153
C101724,U13978,DFW2,chat,wrong_item,P2,2026-01-27 22:15:13,89,231,2026-01-27 22:24:37,172800,0,A117
C102577,U5052,DFW2,chat,account,P3,09-02-2026 18:24,394,686,2026-02-09 18:44:32,259200,0,A131
C101058,U15759,JFK5,chat,refund,P3,2026-01-17 16:57:10,143,449,17-01-2026 17:05,259200,0,A158
C102132,U9529,DFW2,chat,payment,P2,2026-02-03 21:20:57,319,692,2026-02-03 21:39:01,172800,0,A111
C103342,U11153,JFK5,email,payment,P1,2026-02-20,293,1034,2026-02-22 10:36:35,86400,1,A134
C102116,U15376,PHX1,chat,account,P3,2026-02-03 22:12:40,5062,11656,2026-02-04 02:32:18,259200,0,A145
C103376,U10985,JFK5,chat,account,P2,2026-02-20 22:02:57,117,241,20-02-2026 22:08,172800,0,A144
C102895,U8743,JFK5,chat,,P1,02/13/2026 21:38,70,412,2026-02-13 21:57:09,86400,0,A154
C100660,U11292,JFK5,phone,delivery_delay,P1,2026-01-12 21:12:09,287,803,2026-01-12 21:35:51,86400,0,A162
C101435,U14322,DFW2,email,delivery_delay,P2,2026-01-22 17:36:06,544,1280,2026-01-22 18:26:03,172800,0,A159
C102721,U15177,PHX1,phone,damaged_item,P3,02/11/2026 12:35,87,426,2026-02-11 12:51:20,259200,0,A173
C103573,U13857,JFK5,email,,P2,2026-02-24 22:54:30,497,1230,2026-02-24 23:36:28,172800,0,A146
C103589,U8807,PHX1,phone,delivery_delay,P1,2026-02-24 09:29:16,52,345,2026-02-24 09:41:45,86400,0,A137
C103360,U14339,JFK5,email,damaged_item,P1,2026-02-20 13:28:05,467,863,20-02-2026 14:00,86400,0,A152
C101915,U12043,JFK5,chat,delivery_delay,P2,2026-01-30 17:37:36,163,315,2026-01-30 17:50:49,172800,0,
C102729,U12664,PHX1,phone,payment,P3,11-02-2026 17:57,188,896,02/11/2026 18:36,259200,0,A120
C101978,U15567,DFW2,chat,damaged_item,P2,01/30/2026 16:05,165,473,2026-01-30 16:23:01,172800,0,A125
C103224,U15172,PHX1,callback,payment,P1,2026-02-19 07:08:23,229,788,2026-02-20 23:29:45,86400,1,
C101818,U14476,DFW2,phone,payment,P1,2026-01-28,178,331,2026-01-29 17:58:07,86400,1,A101
C101014,U12191,DFW2,chat,payment,P3,2026-01-16 13:15:56,142,226,2026-01-16 13:25:34,259200,0,A153
C100018,U14333,PHX1,email,account,P2,2026-01-01 07:03:37,165,900,2026-01-01 07:42:05,172800,0,A131
C103000,U18702,JFK5,phone,wrong_item,P2,2026-02-16,360,582,16-02-2026 22:03,172800,0,A171
C100551,U14560,DFW2,chat,,P2,2026-01-09 09:22:05,,603,01/09/2026 09:48,172800,0,
C102812,U18428,SEA3,chat,damaged_item,P2,2026-02-12 07:28:32,203,413,2026-02-12 07:38:42,172800,0,A100
C101593,U18012,JFK5,email,delivery_delay,P2,2026-01-26,445,1074,26-01-2026 11:37,172800,0,A127
C102494,U17627,SEA3,chat,,P2,2026-02-08 20:06:34,333,602,,172800,0,A174
C101881,U6264,SEA3,email,account,P1,2026-01-29 19:50:06,528,1004,,86400,0,A153
C102936,U15181,DFW2,phone,delivery_delay,P2,2026-02-14,177,977,2026-02-14 17:54:22,172800,0,A179
C101364,U17133,PHX1,chat,account,P2,01/22/2026 15:51,240,370,2026-01-22 16:05:04,172800,0,A171
C101350,U15023,JFK5,chat,account,P3,2026-01-22 11:18:40,221,647,2026-01-22 11:35:05,259200,0,A154
C101180,U18015,DFW2,email,delivery_delay,P1,01/19/2026 15:34,116,768,2026-01-19 15:54:01,86400,0,A134
C100583,U7293,DFW2,phone,account,P2,2026-01-10 20:21:15,318,658,10-01-2026 20:40,172800,0,A148
