created_date,agent_id,team,manager,handled_cases,avg_handle_seconds,sla_breach_pct
2026-01-11,A160,T2_delivery,M-Kim,1,374.00,0.00
2026-01-11,A162,T1_returns,M-Kim,2,562.50,0.00
2026-01-11,A163,T2_delivery,M-Anika,1,1597.00,0.00
2026-01-11,A167,T2_delivery,M-Javier,1,696.00,0.00
2026-01-11,A171,T2_delivery,M-Javier,1,468.00,0.00
2026-01-11,A175,T1_returns,M-Anika,1,627.00,0.00
2026-01-11,A179,T2_delivery,M-Javier,1,1068.00,0.00
2026-01-11,A999,unknown,unknown,2,801.00,0.00
2026-01-12,A100,T3_accounts,M-Kim,1,607.00,0.00
2026-01-12,A101,T2_delivery,M-Rita,1,685.00,0.00
2026-01-12,A102,T1_returns,M-Rita,1,588.00,0.00
2026-01-12,A107,T2_delivery,M-Rita,2,368.00,0.00
2026-01-12,A108,T1_returns,M-Rita,2,442.00,0.00
2026-01-12,A113,T1_returns,M-Anika,1,523.00,0.00
2026-01-12,A114,T2_delivery,M-Anika,2,449.00,0.00
2026-01-12,A115,T1_returns,M-Kim,2,654.00,0.00
2026-01-12,A117,T2_delivery,M-Kim,1,658.00,0.00
2026-01-12,A120,T2_delivery,M-Kim,1,1558.00,0.00
2026-01-12,A125,T3_accounts,M-Rita,2,410.00,0.00
2026-01-12,A127,T1_returns,M-Anika,1,944.00,0.00
2026-01-12,A136,T3_accounts,M-Anika,1,415.00,0.00
2026-01-12,A137,T2_delivery,M-Kim,1,691.00,0.00
2026-01-12,A138,T1_returns,M-Rita,1,653.00,0.00
2026-01-12,A139,T3_accounts,M-Rita,3,635.67,0.00
2026-01-12,A142,T1_returns,M-Kim,1,1215.00,0.00
2026-01-12,A148,T2_delivery,M-Kim,2,422.00,0.00
2026-01-12,A150,T3_accounts,M-Kim,2,647.50,0.00
2026-01-12,A151,T2_delivery,M-Anika,1,10583.00,0.00
2026-01-12,A152,T2_delivery,M-Anika,3,449.67,0.00
2026-01-12,A153,T2_delivery,M-Kim,2,797.50,0.00
2026-01-12,A155,T2_delivery,M-Javier,1,430.00,0.00
2026-01-12,A157,T1_returns,M-Rita,2,746.00,0.00
2026-01-12,A158,T2_delivery,M-Kim,1,726.00,0.00
2026-01-12,A159,T3_accounts,M-Javier,1,622.00,0.00
2026-01-12,A160,T2_delivery,M-Kim,1,436.00,0.00
2026-01-12,A161,T3_accounts,M-Kim,2,746.50,0.00
2026-01-12,A162,T1_returns,M-Kim,1,386.00,0.00
2026-01-12,A163,T2_delivery,M-Anika,1,1193.00,0.00
2026-01-12,A166,T2_delivery,M-Kim,3,653.67,0.00
2026-01-12,A168,T3_accounts,M-Anika,2,510.00,0.00
2026-01-12,A170,T3_accounts,M-Javier,1,1100.00,0.00
2026-01-12,A171,T2_delivery,M-Javier,3,738.33,0.00
2026-01-12,A174,T2_delivery,M-Kim,2,592.50,0.00
2026-01-12,A176,T2_delivery,M-Anika,1,412.00,0.00
2026-01-12,A177,T2_delivery,M-Javier,2,732.00,0.00
2026-01-12,A178,T1_returns,M-Kim,1,1196.00,0.00
2026-01-12,A179,T2_delivery,M-Javier,2,625.00,0.00
2026-01-12,A999,unknown,unknown,3,570.33,0.00
2026-01-13,A100,T3_accounts,M-Kim,1,390.00,0.00
2026-01-13,A101,T2_delivery,M-Rita,4,486.50,0.00
2026-01-13,A103,T2_delivery,M-Anika,1,729.00,0.00
2026-01-13,A104,T3_accounts,M-Javier,1,1565.00,0.00
2026-01-13,A107,T2_delivery,M-Rita,1,616.00,0.00
2026-01-13,A108,T1_returns,M-Rita,2,902.00,0.00
2026-01-13,A109,T3_accounts,M-Rita,1,560.00,0.00
2026-01-13,A111,T1_returns,M-Anika,1,906.00,0.00
2026-01-13,A113,T1_returns,M-Anika,1,352.00,0.00
2026-01-13,A116,T2_delivery,M-Kim,1,871.00,0.00
2026-01-13,A117,T2_delivery,M-Kim,1,914.00,0.00
2026-01-13,A118,T1_returns,M-Javier,1,391.00,0.00
2026-01-13,A119,T3_accounts,M-Kim,1,788.00,0.00
2026-01-13,A121,T3_accounts,M-Kim,1,530.00,0.00
2026-01-13,A124,T1_returns,M-Javier,1,345.00,0.00
2026-01-13,A126,T3_accounts,M-Rita,1,574.00,0.00
2026-01-13,A127,T1_returns,M-Anika,1,700.00,0.00
2026-01-13,A128,T3_accounts,M-Anika,1,250.00,0.00
2026-01-13,A130,T1_returns,M-Rita,2,628.50,0.00
2026-01-13,A131,T1_returns,M-Rita,1,535.00,0.00
2026-01-13,A132,T3_accounts,M-Anika,1,830.00,0.00
2026-01-13,A134,T2_delivery,M-Kim,2,386.00,0.00
2026-01-13,A135,T3_accounts,M-Kim,2,345.00,0.00
2026-01-13,A137,T2_delivery,M-Kim,2,648.50,0.00
2026-01-13,A138,T1_returns,M-Rita,1,706.00,0.00
2026-01-13,A139,T3_accounts,M-Rita,1,413.00,0.00
2026-01-13,A140,T1_returns,M-Javier,1,379.00,0.00
2026-01-13,A141,T2_delivery,M-Rita,1,827.00,0.00
2026-01-13,A142,T1_returns,M-Kim,3,621.33,0.00
2026-01-13,A143,T1_returns,M-Rita,1,975.00,0.00
2026-01-13,A144,T2_delivery,M-Rita,2,429.00,0.00
2026-01-13,A146,T2_delivery,M-Rita,1,734.00,0.00
2026-01-13,A148,T2_delivery,M-Kim,5,937.20,0.00
2026-01-13,A149,T1_returns,M-Javier,2,638.00,0.00
2026-01-13,A151,T2_delivery,M-Anika,1,428.00,0.00
2026-01-13,A153,T2_delivery,M-Kim,1,592.00,0.00
2026-01-13,A155,T2_delivery,M-Javier,1,707.00,0.00
2026-01-13,A156,T2_delivery,M-Javier,2,553.50,0.00
2026-01-13,A157,T1_returns,M-Rita,3,541.67,0.00
2026-01-13,A162,T1_returns,M-Kim,1,1301.00,0.00
2026-01-13,A163,T2_delivery,M-Anika,1,242.00,0.00
2026-01-13,A164,T1_returns,M-Anika,1,507.00,0.00
2026-01-13,A165,T2_delivery,M-Anika,2,4139.50,0.00
2026-01-13,A167,T2_delivery,M-Javier,1,591.00,0.00
2026-01-13,A168,T3_accounts,M-Anika,1,243.00,0.00
2026-01-13,A170,T3_accounts,M-Javier,2,944.50,0.00
2026-01-13,A171,T2_delivery,M-Javier,2,1042.00,0.00
2026-01-13,A172,T2_delivery,M-Rita,2,906.50,0.00
2026-01-13,A173,T1_returns,M-Anika,5,803.20,0.00
2026-01-13,A175,T1_returns,M-Anika,2,507.50,0.00
2026-01-13,A178,T1_returns,M-Kim,1,381.00,0.00
2026-01-13,A999,unknown,unknown,3,1268.33,0.00
2026-01-14,A101,T2_delivery,M-Rita,3,850.00,0.00
2026-01-14,A102,T1_returns,M-Rita,1,1164.00,0.00
2026-01-14,A104,T3_accounts,M-Javier,1,965.00,0.00
2026-01-14,A105,T1_returns,M-Javier,1,682.00,0.00
2026-01-14,A107,T2_delivery,M-Rita,1,578.00,0.00
2026-01-14,A108,T1_returns,M-Rita,1,819.00,0.00
2026-01-14,A109,T3_accounts,M-Rita,1,558.00,0.00
2026-01-14,A110,T2_delivery,M-Anika,1,316.00,0.00
2026-01-14,A111,T1_returns,M-Anika,2,963.00,0.00
2026-01-14,A113,T1_returns,M-Anika,3,653.67,0.00
2026-01-14,A117,T2_delivery,M-Kim,1,1071.00,0.00
2026-01-14,A118,T1_returns,M-Javier,2,322.00,0.00
2026-01-14,A119,T3_accounts,M-Kim,3,576.33,0.00
2026-01-14,A120,T2_delivery,M-Kim,2,649.50,0.00
2026-01-14,A123,T3_accounts,M-Javier,1,702.00,0.00
2026-01-14,A124,T1_returns,M-Javier,4,587.75,0.00
2026-01-14,A127,T1_returns,M-Anika,2,719.50,0.00
2026-01-14,A128,T3_accounts,M-Anika,1,324.00,0.00
2026-01-14,A130,T1_returns,M-Rita,2,527.00,0.00
2026-01-14,A131,T1_returns,M-Rita,3,819.33,0.00
2026-01-14,A132,T3_accounts,M-Anika,1,430.00,0.00
2026-01-14,A137,T2_delivery,M-Kim,1,541.00,0.00
2026-01-14,A138,T1_returns,M-Rita,1,545.00,0.00
2026-01-14,A140,T1_returns,M-Javier,1,376.00,0.00
2026-01-14,A142,T1_returns,M-Kim,1,529.00,0.00
2026-01-14,A143,T1_returns,M-Rita,1,813.00,0.00
2026-01-14,A145,T2_delivery,M-Anika,1,555.00,0.00
2026-01-14,A146,T2_delivery,M-Rita,2,642.00,0.00
2026-01-14,A148,T2_delivery,M-Kim,1,638.00,0.00
2026-01-14,A149,T1_returns,M-Javier,1,368.00,0.00
2026-01-14,A150,T3_accounts,M-Kim,1,752.00,0.00
2026-01-14,A151,T2_delivery,M-Anika,2,832.50,0.00
2026-01-14,A153,T2_delivery,M-Kim,1,809.00,0.00
2026-01-14,A154,T2_delivery,M-Kim,1,9115.00,0.00
2026-01-14,A155,T2_delivery,M-Javier,1,275.00,0.00
2026-01-14,A158,T2_delivery,M-Kim,1,515.00,0.00
2026-01-14,A161,T3_accounts,M-Kim,2,909.50,0.00
2026-01-14,A167,T2_delivery,M-Javier,3,660.00,0.00
2026-01-14,A168,T3_accounts,M-Anika,1,692.00,0.00
2026-01-14,A169,T3_accounts,M-Kim,1,328.00,0.00
2026-01-14,A170,T3_accounts,M-Javier,1,477.00,0.00
2026-01-14,A177,T2_delivery,M-Javier,2,1028.50,0.00
2026-01-14,A178,T1_returns,M-Kim,1,240.00,0.00
2026-01-14,A179,T2_delivery,M-Javier,1,465.00,0.00
2026-01-14,A999,unknown,unknown,2,737.00,0.00
2026-01-15,A101,T2_delivery,M-Rita,1,663.00,0.00
2026-01-15,A102,T1_returns,M-Rita,3,807.00,0.00
2026-01-15,A107,T2_delivery,M-Rita,1,291.00,0.00
2026-01-15,A109,T3_accounts,M-Rita,3,932.00,0.00
2026-01-15,A110,T2_delivery,M-Anika,3,853.00,0.00
2026-01-15,A111,T1_returns,M-Anika,1,1240.00,0.00
2026-01-15,A112,T3_accounts,M-Kim,1,278.00,0.00
2026-01-15,A113,T1_returns,M-Anika,2,1202.50,0.00
2026-01-15,A114,T2_delivery,M-Anika,3,620.00,0.00
2026-01-15,A116,T2_delivery,M-Kim,2,338.00,0.00
2026-01-15,A120,T2_delivery,M-Kim,1,515.00,0.00
2026-01-15,A121,T3_accounts,M-Kim,2,452.00,0.00
2026-01-15,A123,T3_accounts,M-Javier,1,404.00,0.00
2026-01-15,A124,T1_returns,M-Javier,1,949.00,0.00
2026-01-15,A126,T3_accounts,M-Rita,1,568.00,0.00
2026-01-15,A128,T3_accounts,M-Anika,2,1260.50,0.00
2026-01-15,A130,T1_returns,M-Rita,3,564.33,0.00
2026-01-15,A131,T1_returns,M-Rita,3,851.00,0.00
2026-01-15,A133,T1_returns,M-Javier,1,307.00,0.00
2026-01-15,A135,T3_accounts,M-Kim,2,546.50,0.00
2026-01-15,A136,T3_accounts,M-Anika,4,506.75,0.00
2026-01-15,A140,T1_returns,M-Javier,1,799.00,0.00
2026-01-15,A141,T2_delivery,M-Rita,1,834.00,0.00
2026-01-15,A142,T1_returns,M-Kim,1,390.00,0.00
2026-01-15,A145,T2_delivery,M-Anika,2,679.00,0.00
2026-01-15,A146,T2_delivery,M-Rita,1,596.00,0.00
2026-01-15,A150,T3_accounts,M-Kim,1,361.00,0.00
2026-01-15,A151,T2_delivery,M-Anika,1,631.00,0.00
2026-01-15,A152,T2_delivery,M-Anika,2,1095.00,0.00
2026-01-15,A153,T2_delivery,M-Kim,2,481.50,0.00
2026-01-15,A154,T2_delivery,M-Kim,2,432.00,0.00
2026-01-15,A155,T2_delivery,M-Javier,3,2913.33,0.00
2026-01-15,A156,T2_delivery,M-Javier,1,665.00,0.00
2026-01-15,A157,T1_returns,M-Rita,2,1173.50,0.00
2026-01-15,A158,T2_delivery,M-Kim,1,1008.00,0.00
2026-01-15,A160,T2_delivery,M-Kim,2,815.00,0.00
2026-01-15,A162,T1_returns,M-Kim,1,835.00,0.00
2026-01-15,A163,T2_delivery,M-Anika,1,805.00,0.00
2026-01-15,A164,T1_returns,M-Anika,1,949.00,0.00
2026-01-15,A166,T2_delivery,M-Kim,2,1024.00,0.00
2026-01-15,A167,T2_delivery,M-Javier,1,316.00,0.00
2026-01-15,A169,T3_accounts,M-Kim,3,971.33,0.00
2026-01-15,A170,T3_accounts,M-Javier,1,357.00,0.00
2026-01-15,A171,T2_delivery,M-Javier,2,1077.00,0.00
2026-01-15,A172,T2_delivery,M-Rita,2,682.00,0.00
2026-01-15,A173,T1_returns,M-Anika,1,369.00,0.00
2026-01-15,A174,T2_delivery,M-Kim,2,651.00,0.00
2026-01-15,A175,T1_returns,M-Anika,1,630.00,0.00
2026-01-15,A176,T2_delivery,M-Anika,2,428.00,0.00
2026-01-15,A177,T2_delivery,M-Javier,1,703.00,0.00
2026-01-15,A179,T2_delivery,M-Javier,1,511.00,0.00
2026-01-15,A999,unknown,unknown,2,746.50,0.00
2026-01-16,A100,T3_accounts,M-Kim,1,572.00,0.00
2026-01-16,A101,T2_delivery,M-Rita,2,309.50,0.00
2026-01-16,A102,T1_returns,M-Rita,1,1509.00,0.00
2026-01-16,A103,T2_delivery,M-Anika,2,499.50,0.00
2026-01-16,A104,T3_accounts,M-Javier,1,512.00,0.00
2026-01-16,A105,T1_returns,M-Javier,1,11914.00,0.00
2026-01-16,A107,T2_delivery,M-Rita,1,665.00,0.00
2026-01-16,A109,T3_accounts,M-Rita,2,779.50,0.00
2026-01-16,A110,T2_delivery,M-Anika,3,3286.00,0.00
2026-01-16,A111,T1_returns,M-Anika,1,881.00,0.00
2026-01-16,A113,T1_returns,M-Anika,1,681.00,0.00
2026-01-16,A114,T2_delivery,M-Anika,2,393.00,0.00
2026-01-16,A116,T2_delivery,M-Kim,2,1095.50,0.00
2026-01-16,A119,T3_accounts,M-Kim,1,640.00,0.00
2026-01-16,A120,T2_delivery,M-Kim,1,735.00,0.00
2026-01-16,A121,T3_accounts,M-Kim,2,914.50,0.00
2026-01-16,A122,T3_accounts,M-Rita,2,262.50,0.00
2026-01-16,A123,T3_accounts,M-Javier,1,1468.00,0.00
2026-01-16,A124,T1_returns,M-Javier,1,482.00,0.00
2026-01-16,A126,T3_accounts,M-Rita,2,950.00,0.00
2026-01-16,A129,T1_returns,M-Anika,3,1018.00,0.00
2026-01-16,A130,T1_returns,M-Rita,1,948.00,0.00
2026-01-16,A131,T1_returns,M-Rita,1,397.00,0.00
2026-01-16,A132,T3_accounts,M-Anika,1,1079.00,0.00
2026-01-16,A133,T1_returns,M-Javier,3,855.00,0.00
2026-01-16,A134,T2_delivery,M-Kim,1,426.00,0.00
2026-01-16,A135,T3_accounts,M-Kim,1,1430.00,0.00
2026-01-16,A136,T3_accounts,M-Anika,3,934.33,0.00
2026-01-16,A137,T2_delivery,M-Kim,1,1439.00,0.00
2026-01-16,A139,T3_accounts,M-Rita,2,807.00,0.00
2026-01-16,A140,T1_returns,M-Javier,1,656.00,0.00
2026-01-16,A142,T1_returns,M-Kim,1,1330.00,0.00
2026-01-16,A143,T1_returns,M-Rita,3,910.33,0.00
2026-01-16,A144,T2_delivery,M-Rita,2,768.50,0.00
2026-01-16,A145,T2_delivery,M-Anika,1,1013.00,0.00
2026-01-16,A149,T1_returns,M-Javier,1,685.00,0.00
2026-01-16,A152,T2_delivery,M-Anika,1,329.00,0.00
2026-01-16,A153,T2_delivery,M-Kim,1,341.00,0.00
2026-01-16,A154,T2_delivery,M-Kim,2,456.00,0.00
2026-01-16,A155,T2_delivery,M-Javier,2,807.00,0.00
2026-01-16,A156,T2_delivery,M-Javier,2,1438.00,0.00
2026-01-16,A158,T2_delivery,M-Kim,2,484.50,0.00
2026-01-16,A159,T3_accounts,M-Javier,1,551.00,0.00
2026-01-16,A160,T2_delivery,M-Kim,1,757.00,0.00
2026-01-16,A161,T3_accounts,M-Kim,1,1428.00,0.00
2026-01-16,A162,T1_returns,M-Kim,2,436.50,0.00
2026-01-16,A163,T2_delivery,M-Anika,2,647.00,0.00
2026-01-16,A164,T1_returns,M-Anika,1,726.00,0.00
2026-01-16,A165,T2_delivery,M-Anika,1,274.00,0.00
2026-01-16,A166,T2_delivery,M-Kim,3,1119.00,0.00
2026-01-16,A169,T3_accounts,M-Kim,1,897.00,0.00
2026-01-16,A170,T3_accounts,M-Javier,1,704.00,0.00
2026-01-16,A172,T2_delivery,M-Rita,2,642.00,0.00
2026-01-16,A174,T2_delivery,M-Kim,2,308.00,0.00
2026-01-16,A175,T1_returns,M-Anika,1,11914.00,0.00
2026-01-16,A176,T2_delivery,M-Anika,1,540.00,0.00
2026-01-16,A177,T2_delivery,M-Javier,1,405.00,0.00
2026-01-16,A178,T1_returns,M-Kim,1,886.00,0.00
2026-01-16,A179,T2_delivery,M-Javier,1,643.00,0.00
2026-01-16,A999,unknown,unknown,4,652.00,0.00
2026-01-17,A101,T2_delivery,M-Rita,1,552.00,0.00
2026-01-17,A103,T2_delivery,M-Anika,2,571.00,0.00
2026-01-17,A104,T3_accounts,M-Javier,1,638.00,0.00
2026-01-17,A111,T1_returns,M-Anika,1,566.00,0.00
2026-01-17,A116,T2_delivery,M-Kim,1,492.00,0.00
2026-01-17,A121,T3_accounts,M-Kim,1,622.00,0.00
2026-01-17,A122,T3_accounts,M-Rita,1,455.00,0.00
2026-01-17,A123,T3_accounts,M-Javier,2,926.50,0.00
2026-01-17,A125,T3_accounts,M-Rita,2,672.00,0.00
2026-01-17,A126,T3_accounts,M-Rita,1,383.00,0.00
2026-01-17,A133,T1_returns,M-Javier,1,648.00,0.00
2026-01-17,A135,T3_accounts,M-Kim,1,9393.00,0.00
2026-01-17,A138,T1_returns,M-Rita,2,505.00,0.00
2026-01-17,A139,T3_accounts,M-Rita,1,585.00,0.00
2026-01-17,A140,T1_returns,M-Javier,2,475.50,0.00
2026-01-17,A143,T1_returns,M-Rita,2,681.00,0.00
2026-01-17,A146,T2_delivery,M-Rita,1,349.00,0.00
2026-01-17,A150,T3_accounts,M-Kim,1,568.00,0.00
2026-01-17,A151,T2_delivery,M-Anika,1,1106.00,0.00
2026-01-17,A152,T2_delivery,M-Anika,1,345.00,0.00
2026-01-17,A156,T2_delivery,M-Javier,1,526.00,0.00
2026-01-17,A157,T1_returns,M-Rita,1,324.00,0.00
2026-01-17,A158,T2_delivery,M-Kim,2,1201.00,0.00
2026-01-17,A159,T3_accounts,M-Javier,1,11580.00,0.00
2026-01-17,A161,T3_accounts,M-Kim,1,716.00,0.00
2026-01-17,A167,T2_delivery,M-Javier,1,1019.00,0.00
2026-01-17,A168,T3_accounts,M-Anika,1,941.00,0.00
2026-01-17,A170,T3_accounts,M-Javier,1,662.00,0.00
2026-01-17,A171,T2_delivery,M-Javier,1,646.00,0.00
2026-01-17,A175,T1_returns,M-Anika,2,568.00,0.00
2026-01-17,A176,T2_delivery,M-Anika,1,532.00,0.00
2026-01-17,A177,T2_delivery,M-Javier,2,1027.50,0.00
2026-01-17,A999,unknown,unknown,3,568.00,0.00
2026-01-18,A100,T3_accounts,M-Kim,1,677.00,0.00
2026-01-18,A106,T1_returns,M-Anika,1,489.00,0.00
2026-01-18,A109,T3_accounts,M-Rita,1,513.00,0.00
2026-01-18,A112,T3_accounts,M-Kim,3,760.00,0.00
2026-01-18,A115,T1_returns,M-Kim,3,875.00,0.00
2026-01-18,A119,T3_accounts,M-Kim,2,667.00,0.00
2026-01-18,A124,T1_returns,M-Javier,1,714.00,0.00
2026-01-18,A125,T3_accounts,M-Rita,1,490.00,0.00
2026-01-18,A133,T1_returns,M-Javier,1,986.00,0.00
2026-01-18,A134,T2_delivery,M-Kim,1,834.00,0.00
2026-01-18,A137,T2_delivery,M-Kim,1,713.00,0.00
2026-01-18,A140,T1_returns,M-Javier,2,815.00,0.00
2026-01-18,A141,T2_delivery,M-Rita,1,613.00,0.00
2026-01-18,A147,T3_accounts,M-Kim,1,1288.00,0.00
2026-01-18,A149,T1_returns,M-Javier,2,825.50,0.00
2026-01-18,A153,T2_delivery,M-Kim,1,940.00,0.00
2026-01-18,A155,T2_delivery,M-Javier,1,669.00,0.00
2026-01-18,A156,T2_delivery,M-Javier,1,277.00,0.00
2026-01-18,A160,T2_delivery,M-Kim,1,481.00,0.00
2026-01-18,A161,T3_accounts,M-Kim,1,1275.00,0.00
2026-01-18,A165,T2_delivery,M-Anika,1,452.00,0.00
2026-01-18,A166,T2_delivery,M-Kim,2,875.50,0.00
2026-01-18,A167,T2_delivery,M-Javier,1,687.00,0.00
2026-01-18,A172,T2_delivery,M-Rita,1,1527.00,0.00
2026-01-18,A174,T2_delivery,M-Kim,1,224.00,0.00
2026-01-18,A175,T1_returns,M-Anika,1,386.00,0.00
2026-01-18,A176,T2_delivery,M-Anika,1,546.00,0.00
2026-01-18,A999,unknown,unknown,2,749.00,0.00
2026-01-19,A100,T3_accounts,M-Kim,1,612.00,0.00
2026-01-19,A101,T2_delivery,M-Rita,1,324.00,0.00
2026-01-19,A102,T1_returns,M-Rita,1,750.00,0.00
2026-01-19,A103,T2_delivery,M-Anika,1,1265.00,0.00
2026-01-19,A105,T1_returns,M-Javier,2,1151.50,0.00
2026-01-19,A106,T1_returns,M-Anika,1,852.00,0.00
2026-01-19,A107,T2_delivery,M-Rita,1,451.00,0.00
2026-01-19,A108,T1_returns,M-Rita,1,654.00,0.00
2026-01-19,A112,T3_accounts,M-Kim,1,635.00,0.00
2026-01-19,A113,T1_returns,M-Anika,1,818.00,0.00
2026-01-19,A115,T1_returns,M-Kim,1,904.00,0.00
2026-01-19,A119,T3_accounts,M-Kim,2,564.00,0.00
2026-01-19,A121,T3_accounts,M-Kim,1,659.00,0.00
2026-01-19,A122,T3_accounts,M-Rita,2,428.00,0.00
2026-01-19,A123,T3_accounts,M-Javier,1,401.00,0.00
2026-01-19,A125,T3_accounts,M-Rita,2,733.00,0.00
2026-01-19,A126,T3_accounts,M-Rita,1,699.00,0.00
2026-01-19,A128,T3_accounts,M-Anika,3,824.00,0.00
2026-01-19,A132,T3_accounts,M-Anika,2,466.50,0.00
2026-01-19,A136,T3_accounts,M-Anika,1,232.00,0.00
2026-01-19,A137,T2_delivery,M-Kim,2,647.00,0.00
2026-01-19,A138,T1_returns,M-Rita,2,1144.00,0.00
2026-01-19,A140,T1_returns,M-Javier,2,617.00,0.00
2026-01-19,A141,T2_delivery,M-Rita,3,719.67,0.00
2026-01-19,A142,T1_returns,M-Kim,1,399.00,0.00
2026-01-19,A145,T2_delivery,M-Anika,1,557.00,0.00
2026-01-19,A149,T1_returns,M-Javier,1,1364.00,0.00
2026-01-19,A151,T2_delivery,M-Anika,1,1168.00,0.00
2026-01-19,A152,T2_delivery,M-Anika,2,538.50,0.00
2026-01-19,A153,T2_delivery,M-Kim,1,667.00,0.00
2026-01-19,A155,T2_delivery,M-Javier,1,905.00,0.00
2026-01-19,A157,T1_returns,M-Rita,4,898.50,0.00
2026-01-19,A158,T2_delivery,M-Kim,1,676.00,0.00
2026-01-19,A162,T1_returns,M-Kim,3,885.00,0.00
2026-01-19,A163,T2_delivery,M-Anika,2,974.00,0.00
2026-01-19,A166,T2_delivery,M-Kim,1,340.00,0.00
2026-01-19,A168,T3_accounts,M-Anika,1,819.00,0.00
2026-01-19,A170,T3_accounts,M-Javier,1,1162.00,0.00
2026-01-19,A171,T2_delivery,M-Javier,1,1538.00,0.00
2026-01-19,A172,T2_delivery,M-Rita,1,222.00,0.00
2026-01-19,A176,T2_delivery,M-Anika,1,533.00,0.00
2026-01-19,A179,T2_delivery,M-Javier,1,941.00,0.00
2026-01-19,A999,unknown,unknown,1,599.00,0.00
2026-01-20,A101,T2_delivery,M-Rita,2,681.00,0.00
2026-01-20,A102,T1_returns,M-Rita,1,476.00,0.00
2026-01-20,A103,T2_delivery,M-Anika,1,479.00,0.00
2026-01-20,A104,T3_accounts,M-Javier,1,452.00,0.00
2026-01-20,A108,T1_returns,M-Rita,1,294.00,0.00
2026-01-20,A109,T3_accounts,M-Rita,1,597.00,0.00
2026-01-20,A110,T2_delivery,M-Anika,1,470.00,0.00
2026-01-20,A111,T1_returns,M-Anika,2,760.00,0.00
2026-01-20,A112,T3_accounts,M-Kim,2,829.00,0.00
2026-01-20,A115,T1_returns,M-Kim,2,472.50,0.00
2026-01-20,A116,T2_delivery,M-Kim,2,545.50,0.00
2026-01-20,A117,T2_delivery,M-Kim,1,763.00,0.00
2026-01-20,A120,T2_delivery,M-Kim,1,11914.00,0.00
2026-01-20,A123,T3_accounts,M-Javier,1,463.00,0.00
2026-01-20,A124,T1_returns,M-Javier,2,787.00,0.00
2026-01-20,A125,T3_accounts,M-Rita,1,1326.00,0.00
2026-01-20,A126,T3_accounts,M-Rita,2,1035.00,0.00
2026-01-20,A128,T3_accounts,M-Anika,1,550.00,0.00
2026-01-20,A129,T1_returns,M-Anika,3,547.33,0.00
2026-01-20,A130,T1_returns,M-Rita,1,548.00,0.00
2026-01-20,A132,T3_accounts,M-Anika,1,316.00,0.00
2026-01-20,A133,T1_returns,M-Javier,1,613.00,0.00
2026-01-20,A134,T2_delivery,M-Kim,2,795.50,0.00
2026-01-20,A136,T3_accounts,M-Anika,1,1044.00,0.00
2026-01-20,A137,T2_delivery,M-Kim,1,1353.00,0.00
2026-01-20,A138,T1_returns,M-Rita,2,524.50,0.00
2026-01-20,A139,T3_accounts,M-Rita,1,433.00,0.00
2026-01-20,A141,T2_delivery,M-Rita,2,729.50,0.00
2026-01-20,A142,T1_returns,M-Kim,2,666.50,0.00
2026-01-20,A143,T1_returns,M-Rita,2,885.00,0.00
2026-01-20,A147,T3_accounts,M-Kim,3,718.67,0.00
2026-01-20,A148,T2_delivery,M-Kim,1,260.00,0.00
2026-01-20,A152,T2_delivery,M-Anika,1,533.00,0.00
2026-01-20,A154,T2_delivery,M-Kim,1,737.00,0.00
2026-01-20,A155,T2_delivery,M-Javier,2,776.00,0.00
2026-01-20,A158,T2_delivery,M-Kim,1,1129.00,0.00
2026-01-20,A159,T3_accounts,M-Javier,1,533.00,0.00
2026-01-20,A160,T2_delivery,M-Kim,3,621.67,0.00
2026-01-20,A161,T3_accounts,M-Kim,2,791.00,0.00
2026-01-20,A162,T1_returns,M-Kim,1,659.00,0.00
2026-01-20,A163,T2_delivery,M-Anika,1,1025.00,0.00
2026-01-20,A164,T1_returns,M-Anika,2,4306.50,0.00
2026-01-20,A165,T2_delivery,M-Anika,2,461.50,0.00
2026-01-20,A169,T3_accounts,M-Kim,1,630.00,0.00
2026-01-20,A171,T2_delivery,M-Javier,3,6711.00,0.00
2026-01-20,A172,T2_delivery,M-Rita,1,727.00,0.00
2026-01-20,A173,T1_returns,M-Anika,2,642.00,0.00
2026-01-20,A174,T2_delivery,M-Kim,2,560.00,0.00
2026-01-20,A176,T2_delivery,M-Anika,2,763.00,0.00
2026-01-20,A178,T1_returns,M-Kim,1,1314.00,0.00
2026-01-20,A179,T2_delivery,M-Javier,3,445.67,0.00
2026-01-20,A999,unknown,unknown,2,496.50,0.00
2026-01-21,A102,T1_returns,M-Rita,2,451.00,0.00
2026-01-21,A103,T2_delivery,M-Anika,1,347.00,0.00
2026-01-21,A104,T3_accounts,M-Javier,1,622.00,0.00
2026-01-21,A105,T1_returns,M-Javier,1,285.00,0.00
2026-01-21,A106,T1_returns,M-Anika,3,468.33,0.00
2026-01-21,A108,T1_returns,M-Rita,1,310.00,0.00
2026-01-21,A111,T1_returns,M-Anika,2,868.00,0.00
2026-01-21,A112,T3_accounts,M-Kim,1,644.00,0.00
2026-01-21,A115,T1_returns,M-Kim,2,721.50,0.00
2026-01-21,A117,T2_delivery,M-Kim,1,788.00,0.00
2026-01-21,A118,T1_returns,M-Javier,1,707.00,0.00
2026-01-21,A119,T3_accounts,M-Kim,1,616.00,0.00
2026-01-21,A120,T2_delivery,M-Kim,1,463.00,0.00
