case_id,customer_id,site_code,channel,issue_type,priority,created_at,first_response_seconds,handle_seconds,resolved_at,sla_target_seconds,sla_breached,agent_id,created_ts,resolved_ts,resolution_seconds,invalid_duration_flag,is_open_case,handle_seconds_capped,team,manager
C102688,U13474,JFK5,phone,wrong_item,P2,12-02-2026 06:02,299,831,2026-02-12 06:36:19,172800,0,A155,2026-02-12 06:02:00,2026-02-12 06:36:19,2059,0,0,831,T2_delivery,M-Javier
C100644,U17072,PHX1,chat,account,P2,2026-01-12 07:53:23,128,607,2026-01-12 08:09:38,172800,0,A100,2026-01-12 07:53:23,2026-01-12 08:09:38,975,0,0,607,T3_accounts,M-Kim
C101877,U10797,DFW2,phone,damaged_item,P2,2026-01-30 11:42:47,,576,2026-01-30 11:55:04,172800,0,A129,2026-01-30 11:42:47,2026-01-30 11:55:04,737,0,0,576,T1_returns,M-Anika
C102732,U8644,DFW2,phone,damaged_item,P2,02/12/2026 15:23,192,398,2026-02-12 15:37:16,172800,0,A159,2026-02-12 15:23:00,2026-02-12 15:37:16,856,0,0,398,T3_accounts,M-Javier
C101846,U17316,SEA3,chat,wrong_item,P3,2026-01-29 15:32:54,57,245,01/29/2026 15:39,259200,0,A999,2026-01-29 15:32:54,2026-01-29 15:39:00,366,0,0,245,unknown,unknown
C100298,U9529,JFK5,callback,damaged_item,P2,2026-01-06 06:32:42,283,725,2026-01-06 06:52:53,172800,0,A141,2026-01-06 06:32:42,2026-01-06 06:52:53,1211,0,0,725,T2_delivery,M-Rita
C103300,U9745,SEA3,phone,damaged_item,P2,2026-02-22 10:25:38,415,682,2026-02-22 10:40:02,172800,0,A171,2026-02-22 10:25:38,2026-02-22 10:40:02,864,0,0,682,T2_delivery,M-Javier
C102946,U6399,DFW2,callback,damaged_item,P1,2026-02-16 07:28:36,214,765,16-02-2026 07:59,86400,0,A122,2026-02-16 07:28:36,2026-02-16 07:59:00,1824,0,0,765,T3_accounts,M-Rita
C100483,U7403,DFW2,phone,unknown,P1,2026-01-08 18:20:31,418,894,2026-01-08 18:36:54,86400,0,A119,2026-01-08 18:20:31,2026-01-08 18:36:54,983,0,0,894,T3_accounts,M-Kim
C101660,U6747,PHX1,chat,account,P2,2026-01-27 18:59:04,383,641,2026-01-27 19:26:42,172800,0,A117,2026-01-27 18:59:04,2026-01-27 19:26:42,1658,0,0,641,T2_delivery,M-Kim
C102956,U5416,JFK5,phone,account,P1,2026-02-16 19:19:17,252,495,02/16/2026 19:36,86400,0,A112,2026-02-16 19:19:17,2026-02-16 19:36:00,1003,0,0,495,T3_accounts,M-Kim
C103304,U15148,DFW2,email,account,P3,2026-02-22 17:12:11,183,1114,2026-02-22 17:28:20,259200,0,A177,2026-02-22 17:12:11,2026-02-22 17:28:20,969,0,0,1114,T2_delivery,M-Javier
C102951,U9429,PHX1,phone,delivery_delay,P2,2026-02-16 11:10:05,420,966,2026-02-16 11:52:42,172800,0,A164,2026-02-16 11:10:05,2026-02-16 11:52:42,2557,0,0,966,T1_returns,M-Anika
C100661,U14310,PHX1,chat,unknown,P3,2026-01-12 13:58:56,164,346,2026-01-12 14:06:30,259200,0,A152,2026-01-12 13:58:56,2026-01-12 14:06:30,454,0,0,346,T2_delivery,M-Anika
C102409,U16553,DFW2,phone,wrong_item,P2,07-02-2026 07:36,,605,2026-02-07 07:56:30,172800,0,A176,2026-02-07 07:36:00,2026-02-07 07:56:30,1230,0,0,605,T2_delivery,M-Anika
C101886,U14051,SEA3,chat,refund,P2,2026-01-30 17:00:48,197,306,,172800,0,A152,2026-01-30 17:00:48,2026-03-27 18:28:02,4843634,0,1,306,T2_delivery,M-Anika
C100057,U9952,JFK5,chat,account,P3,2026-01-01 12:47:30,80,271,2026-01-01 12:55:14,259200,0,A101,2026-01-01 12:47:30,2026-01-01 12:55:14,464,0,0,271,T2_delivery,M-Rita
C103485,U8420,PHX1,chat,delivery_delay,P2,2026-02-24 19:16:01,129,266,2026-02-24 19:28:20,172800,0,A141,2026-02-24 19:16:01,2026-02-24 19:28:20,739,0,0,266,T2_delivery,M-Rita
C102585,U16196,DFW2,phone,delivery_delay,P3,2026-02-10 10:35:21,245,389,10-02-2026 10:52,259200,0,A150,2026-02-10 10:35:21,2026-02-10 10:52:00,999,0,0,389,T3_accounts,M-Kim
C100064,U14325,PHX1,phone,damaged_item,P3,2026-01-01 09:34:14,109,361,2026-01-01 09:48:30,259200,0,A136,2026-01-01 09:34:14,2026-01-01 09:48:30,856,0,0,361,T3_accounts,M-Anika
C102302,U14447,PHX1,phone,damaged_item,P2,02/06/2026 22:20,340,961,2026-02-06 23:00:57,172800,0,A129,2026-02-06 22:20:00,2026-02-06 23:00:57,2457,0,0,961,T1_returns,M-Anika
C100471,U6426,PHX1,email,payment,P3,2026-01-08 12:46:02,90,528,2026-01-08 13:08:24,259200,0,A142,2026-01-08 12:46:02,2026-01-08 13:08:24,1342,0,0,528,T1_returns,M-Kim
C100097,U11580,SEA3,phone,payment,P2,2026-01-02 13:39:02,172,958,01/02/2026 14:09,172800,0,A154,2026-01-02 13:39:02,2026-01-02 14:09:00,1798,0,0,958,T2_delivery,M-Kim
C100586,U18165,PHX1,callback,wrong_item,P2,01/10/2026 20:31,,626,2026-01-10,172800,0,A135,2026-01-10 20:31:00,2026-01-10 00:00:00,,1,0,626,T3_accounts,M-Kim
C101890,U15144,PHX1,chat,delivery_delay,P1,2026-01-30 07:01:45,172,514,2026-01-30 07:14:05,86400,0,A122,2026-01-30 07:01:45,2026-01-30 07:14:05,740,0,0,514,T3_accounts,M-Rita
C100870,U10861,PHX1,phone,account,P2,2026-01-15 15:38:52,129,417,2026-01-15 15:55:51,172800,0,A131,2026-01-15 15:38:52,2026-01-15 15:55:51,1019,0,0,417,T1_returns,M-Rita
C101072,U7464,PHX1,chat,refund,P3,2026-01-18 20:59:18,199,386,01/18/2026 21:10,259200,0,A175,2026-01-18 20:59:18,2026-01-18 21:10:00,642,0,0,386,T1_returns,M-Anika
C101915,U10289,PHX1,email,refund,P3,2026-01-30 21:12:51,364,847,30-01-2026 21:38,259200,0,A126,2026-01-30 21:12:51,2026-01-30 21:38:00,1509,0,0,847,T3_accounts,M-Rita
C103393,U16531,SEA3,callback,payment,P2,2026-02-23 07:30:05,641,1043,2026-02-23 07:58:49,172800,0,A170,2026-02-23 07:30:05,2026-02-23 07:58:49,1724,0,0,1043,T3_accounts,M-Javier
C102481,U13205,PHX1,phone,wrong_item,P3,2026-02-09 09:02:05,204,521,2026-02-09 09:19:12,259200,0,A171,2026-02-09 09:02:05,2026-02-09 09:19:12,1027,0,0,521,T2_delivery,M-Javier
C103220,U12033,PHX1,email,unknown,P3,2026-02-20 19:05:07,427,1017,2026-02-20 19:43:32,259200,0,A174,2026-02-20 19:05:07,2026-02-20 19:43:32,2305,0,0,1017,T2_delivery,M-Kim
C100246,U15646,DFW2,chat,refund,P3,2026-01-05 14:05:19,218,494,2026-01-05 14:25:03,259200,0,A108,2026-01-05 14:05:19,2026-01-05 14:25:03,1184,0,0,494,T1_returns,M-Rita
C100165,U13824,SEA3,chat,payment,P1,2026-01-03 10:18:02,216,555,2026-01-03,86400,0,A134,2026-01-03 10:18:02,2026-01-03 00:00:00,,1,0,555,T2_delivery,M-Kim
C103173,U15252,DFW2,phone,account,P2,19-02-2026 21:36,110,699,2026-02-19 21:55:29,172800,0,A112,2026-02-19 21:36:00,2026-02-19 21:55:29,1169,0,0,699,T3_accounts,M-Kim
C102158,U17549,JFK5,phone,refund,P3,2026-02-03 12:28:41,381,624,2026-02-03 12:48:45,259200,0,A156,2026-02-03 12:28:41,2026-02-03 12:48:45,1204,0,0,624,T2_delivery,M-Javier
C100799,U16809,JFK5,phone,delivery_delay,P3,2026-01-14 12:45:28,392,608,2026-01-14 13:00:05,259200,0,A119,2026-01-14 12:45:28,2026-01-14 13:00:05,877,0,0,608,T3_accounts,M-Kim
C101542,U10183,DFW2,phone,damaged_item,P2,2026-01-25 22:48:03,176,499,2026-01-25 23:04:10,172800,0,A112,2026-01-25 22:48:03,2026-01-25 23:04:10,967,0,0,499,T3_accounts,M-Kim
C102806,U7965,DFW2,phone,unknown,P2,2026-02-13 18:00:00,197,465,2026-02-13 18:10:33,172800,0,A168,2026-02-13 18:00:00,2026-02-13 18:10:33,633,0,0,465,T3_accounts,M-Anika
C100818,U18085,SEA3,chat,delivery_delay,P2,2026-01-14 15:39:52,157,558,2026-01-14 16:04:26,172800,0,A109,2026-01-14 15:39:52,2026-01-14 16:04:26,1474,0,0,558,T3_accounts,M-Rita
C101437,U6944,JFK5,phone,payment,P3,2026-01-23 19:23:50,145,482,2026-01-23 19:41:03,259200,0,A110,2026-01-23 19:23:50,2026-01-23 19:41:03,1033,0,0,482,T2_delivery,M-Anika
C100086,U18213,JFK5,phone,damaged_item,P2,2026-01-02 11:12:08,263,468,2026-01-02 11:27:06,172800,0,A137,2026-01-02 11:12:08,2026-01-02 11:27:06,898,0,0,468,T2_delivery,M-Kim
C100646,U11974,DFW2,chat,damaged_item,P2,2026-01-12 18:33:47,,641,01/12/2026 18:48,172800,0,A152,2026-01-12 18:33:47,2026-01-12 18:48:00,853,0,0,641,T2_delivery,M-Anika
C101040,U11571,DFW2,chat,delivery_delay,P2,2026-01-17 09:06:25,356,662,2026-01-17 09:24:33,172800,0,A170,2026-01-17 09:06:25,2026-01-17 09:24:33,1088,0,0,662,T3_accounts,M-Javier
C102070,U12870,PHX1,phone,refund,P2,2026-02-02 06:43:20,90,398,2026-02-02 06:55:10,172800,0,A104,2026-02-02 06:43:20,2026-02-02 06:55:10,710,0,0,398,T3_accounts,M-Javier
C103285,U9173,DFW2,chat,account,P2,2026-02-22 19:27:28,117,556,2026-02-22 19:43:01,172800,0,A158,2026-02-22 19:27:28,2026-02-22 19:43:01,933,0,0,556,T2_delivery,M-Kim
C100184,U16985,PHX1,email,refund,P2,2026-01-04 13:47:02,237,806,01/04/2026 14:10,172800,0,A173,2026-01-04 13:47:02,2026-01-04 14:10:00,1378,0,0,806,T1_returns,M-Anika
C102730,U12207,SEA3,phone,delivery_delay,P1,2026-02-12 14:23:25,134,860,2026-02-12 14:50:30,86400,0,A112,2026-02-12 14:23:25,2026-02-12 14:50:30,1625,0,0,860,T3_accounts,M-Kim
C101566,U12336,SEA3,phone,wrong_item,P2,01/26/2026 13:21,212,579,2026-01-26 13:44:45,172800,0,A124,2026-01-26 13:21:00,2026-01-26 13:44:45,1425,0,0,579,T1_returns,M-Javier
C103619,U5890,JFK5,email,account,P2,2026-02-26 08:27:45,696,1332,2026-02-26 09:06:43,172800,0,A116,2026-02-26 08:27:45,2026-02-26 09:06:43,2338,0,0,1332,T2_delivery,M-Kim
C100743,U13520,PHX1,callback,payment,P2,2026-01-13 07:17:48,283,519,2026-01-13 07:32:50,172800,0,A134,2026-01-13 07:17:48,2026-01-13 07:32:50,902,0,0,519,T2_delivery,M-Kim
C102861,U8888,DFW2,phone,payment,P1,14-02-2026 09:56,343,970,2026-02-14 10:14:47,86400,0,A142,2026-02-14 09:56:00,2026-02-14 10:14:47,1127,0,0,970,T1_returns,M-Kim
C102723,U10488,SEA3,email,payment,P3,2026-02-12 13:15:00,177,1048,2026-02-12 13:45:31,259200,0,A111,2026-02-12 13:15:00,2026-02-12 13:45:31,1831,0,0,1048,T1_returns,M-Anika
C100956,U6950,JFK5,phone,wrong_item,P3,2026-01-16 08:08:32,184,430,16-01-2026 08:25,259200,0,A143,2026-01-16 08:08:32,2026-01-16 08:25:00,988,0,0,430,T1_returns,M-Rita
C103237,U14491,SEA3,phone,account,P2,2026-02-20 20:14:18,,670,2026-02-20 20:38:44,172800,0,A100,2026-02-20 20:14:18,2026-02-20 20:38:44,1466,0,0,670,T3_accounts,M-Kim
C103562,U14365,PHX1,phone,damaged_item,P1,26-02-2026 16:15,307,850,2026-02-26 16:51:15,86400,0,A157,2026-02-26 16:15:00,2026-02-26 16:51:15,2175,0,0,850,T1_returns,M-Rita
C101325,U15926,DFW2,chat,account,P3,2026-01-21 22:15:26,84,472,,259200,0,A149,2026-01-21 22:15:26,2026-03-27 18:28:02,5602356,0,1,472,T1_returns,M-Javier
C101443,U6472,JFK5,chat,payment,P1,2026-01-23 10:12:38,182,539,2026-01-23 10:22:38,86400,0,A166,2026-01-23 10:12:38,2026-01-23 10:22:38,600,0,0,539,T2_delivery,M-Kim
C102712,U5077,JFK5,chat,payment,P3,2026-02-12 16:45:11,321,506,2026-02-12 17:01:33,259200,0,A107,2026-02-12 16:45:11,2026-02-12 17:01:33,982,0,0,506,T2_delivery,M-Rita
C102351,U6600,DFW2,email,delivery_delay,P2,02/06/2026 13:04,129,802,06-02-2026 13:20,172800,0,A124,2026-02-06 13:04:00,2026-02-06 13:20:00,960,0,0,802,T1_returns,M-Javier
C101783,U5103,DFW2,phone,wrong_item,P1,2026-01-28 14:47:26,543,860,2026-01-28 15:14:44,86400,0,A158,2026-01-28 14:47:26,2026-01-28 15:14:44,1638,0,0,860,T2_delivery,M-Kim
C102772,U5696,PHX1,phone,payment,P3,2026-02-13 18:50:17,306,559,02/13/2026 19:06,259200,0,A169,2026-02-13 18:50:17,2026-02-13 19:06:00,943,0,0,559,T3_accounts,M-Kim
C100196,U12916,JFK5,chat,refund,P2,2026-01-04 13:04:45,120,250,2026-01-04,172800,0,A162,2026-01-04 13:04:45,2026-01-04 00:00:00,,1,0,250,T1_returns,M-Kim
C100307,U5293,JFK5,email,delivery_delay,P2,06-01-2026 18:27,289,548,2026-01-06 18:45:47,172800,0,A100,2026-01-06 18:27:00,2026-01-06 18:45:47,1127,0,0,548,T3_accounts,M-Kim
C102066,U18110,SEA3,chat,delivery_delay,P2,2026-02-02 12:37:05,109,466,2026-02-02 12:46:59,172800,0,A101,2026-02-02 12:37:05,2026-02-02 12:46:59,594,0,0,466,T2_delivery,M-Rita
C102948,U11423,JFK5,chat,payment,P3,2026-02-16 14:42:53,92,358,02/16/2026 14:51,259200,0,A146,2026-02-16 14:42:53,2026-02-16 14:51:00,487,0,0,358,T2_delivery,M-Rita
C102944,U18130,DFW2,phone,delivery_delay,P3,02/16/2026 15:00,,602,2026-02-16 15:27:07,259200,0,A999,2026-02-16 15:00:00,2026-02-16 15:27:07,1627,0,0,602,unknown,unknown
C101347,U11800,SEA3,email,payment,P3,2026-01-22 11:23:02,169,742,2026-01-22 11:38:10,259200,0,A113,2026-01-22 11:23:02,2026-01-22 11:38:10,908,0,0,742,T1_returns,M-Anika
C102005,U14420,JFK5,phone,payment,P2,2026-02-01 22:03:24,311,889,01-02-2026 22:23,172800,0,A176,2026-02-01 22:03:24,2026-02-01 22:23:00,1176,0,0,889,T2_delivery,M-Anika
C102848,U9377,JFK5,callback,wrong_item,P2,2026-02-14 14:15:47,668,1184,2026-02-14 14:53:14,172800,0,A105,2026-02-14 14:15:47,2026-02-14 14:53:14,2247,0,0,1184,T1_returns,M-Javier
C102494,U7213,SEA3,email,account,P3,09-02-2026 07:42,360,1342,,259200,0,A139,2026-02-09 07:42:00,2026-03-27 18:28:02,4013162,0,1,1342,T3_accounts,M-Rita
C100978,U18406,JFK5,phone,payment,P2,2026-01-16 15:01:14,144,426,2026-01-16 15:13:52,172800,0,A134,2026-01-16 15:01:14,2026-01-16 15:13:52,758,0,0,426,T2_delivery,M-Kim
C100638,U12111,PHX1,chat,delivery_delay,P3,12-01-2026 17:01,92,263,,259200,0,A107,2026-01-12 17:01:00,2026-03-27 18:28:02,6398822,0,1,263,T2_delivery,M-Rita
C102940,U12344,DFW2,callback,payment,P1,2026-02-16 19:39:57,556,1200,2026-02-16 20:10:17,86400,0,A141,2026-02-16 19:39:57,2026-02-16 20:10:17,1820,0,0,1200,T2_delivery,M-Rita
C101834,U11661,JFK5,phone,refund,P2,01/29/2026 08:27,78,445,2026-01-29 08:37:15,172800,0,A138,2026-01-29 08:27:00,2026-01-29 08:37:15,615,0,0,445,T1_returns,M-Rita
C100817,U11967,DFW2,phone,delivery_delay,P3,2026-01-14 09:23:59,152,482,,259200,0,A119,2026-01-14 09:23:59,2026-03-27 18:28:02,6253443,0,1,482,T3_accounts,M-Kim
C102762,U10098,SEA3,email,account,P2,2026-02-12 13:53:59,235,1528,2026-02-12 14:22:29,172800,0,A178,2026-02-12 13:53:59,2026-02-12 14:22:29,1710,0,0,1528,T1_returns,M-Kim
C101643,U6215,SEA3,email,account,P2,2026-01-27 13:48:45,847,1351,2026-01-27 14:31:41,172800,0,A121,2026-01-27 13:48:45,2026-01-27 14:31:41,2576,0,0,1351,T3_accounts,M-Kim
C101211,U16795,DFW2,chat,delivery_delay,P2,2026-01-20 14:13:32,263,660,01/20/2026 14:39,172800,0,A141,2026-01-20 14:13:32,2026-01-20 14:39:00,1528,0,0,660,T2_delivery,M-Rita
C103084,U9638,JFK5,chat,account,P3,02/18/2026 07:41,151,253,02/18/2026 07:46,259200,0,A167,2026-02-18 07:41:00,2026-02-18 07:46:00,300,0,0,253,T2_delivery,M-Javier
C101420,U15217,SEA3,phone,account,P1,2026-01-22 20:17:24,319,806,2026-01-22 20:44:33,86400,0,A173,2026-01-22 20:17:24,2026-01-22 20:44:33,1629,0,0,806,T1_returns,M-Anika
C100911,U15939,JFK5,phone,refund,P2,2026-01-15 11:32:47,375,596,2026-01-15 11:52:02,172800,0,A135,2026-01-15 11:32:47,2026-01-15 11:52:02,1155,0,0,596,T3_accounts,M-Kim
C103490,U5460,SEA3,email,delivery_delay,P2,2026-02-25,,1008,2026-02-25,172800,0,A119,2026-02-25 00:00:00,2026-02-25 00:00:00,0,0,0,1008,T3_accounts,M-Kim
C102576,U14541,PHX1,chat,payment,P3,2026-02-10 20:25:44,3936,9886,2026-02-11 00:46:41,259200,0,A178,2026-02-10 20:25:44,2026-02-11 00:46:41,15657,0,0,9886,T1_returns,M-Kim
C103729,U9324,DFW2,email,wrong_item,P2,2026-02-28 20:22:37,539,1155,2026-02-28 20:48:09,172800,0,A112,2026-02-28 20:22:37,2026-02-28 20:48:09,1532,0,0,1155,T3_accounts,M-Kim
C100805,U15365,DFW2,chat,delivery_delay,P2,2026-01-14 14:59:08,133,641,2026-01-14 15:22:39,172800,0,A177,2026-01-14 14:59:08,2026-01-14 15:22:39,1411,0,0,641,T2_delivery,M-Javier
C101873,U7986,JFK5,email,delivery_delay,P2,2026-01-30 10:15:31,234,1281,2026-01-30 10:39:32,172800,0,A176,2026-01-30 10:15:31,2026-01-30 10:39:32,1441,0,0,1281,T2_delivery,M-Anika
C103732,U13818,JFK5,chat,account,P2,2026-02-28 15:54:43,149,599,2026-02-28 16:05:42,172800,0,A123,2026-02-28 15:54:43,2026-02-28 16:05:42,659,0,0,599,T3_accounts,M-Javier
C100175,U16146,SEA3,phone,account,P2,03-01-2026 21:09,478,850,2026-01-03 21:33:14,172800,0,A176,2026-01-03 21:09:00,2026-01-03 21:33:14,1454,0,0,850,T2_delivery,M-Anika
C100862,U10921,JFK5,phone,delivery_delay,P1,01/15/2026 09:07,111,568,2026-01-15 09:25:51,86400,0,A126,2026-01-15 09:07:00,2026-01-15 09:25:51,1131,0,0,568,T3_accounts,M-Rita
C101918,U14949,JFK5,callback,account,P2,2026-01-30 19:28:01,308,1259,2026-01-30 20:04:13,172800,0,A167,2026-01-30 19:28:01,2026-01-30 20:04:13,2172,0,0,1259,T2_delivery,M-Javier
C101521,U10871,SEA3,email,wrong_item,P2,01/24/2026 06:06,148,781,2026-01-24 06:25:28,172800,0,A156,2026-01-24 06:06:00,2026-01-24 06:25:28,1168,0,0,781,T2_delivery,M-Javier
C101779,U14359,DFW2,chat,damaged_item,P3,2026-01-28 10:49:02,149,420,2026-01-28 10:58:20,259200,0,A146,2026-01-28 10:49:02,2026-01-28 10:58:20,558,0,0,420,T2_delivery,M-Rita
C102759,U9821,PHX1,chat,wrong_item,P2,2026-02-12 06:10:37,162,274,2026-02-12 06:16:10,172800,0,A145,2026-02-12 06:10:37,2026-02-12 06:16:10,333,0,0,274,T2_delivery,M-Anika
C101862,U13862,DFW2,email,payment,P2,2026-01-29 16:06:44,,1466,2026-01-29 16:54:05,172800,0,A111,2026-01-29 16:06:44,2026-01-29 16:54:05,2841,0,0,1466,T1_returns,M-Anika
C101813,U10752,PHX1,phone,refund,P2,2026-01-29 10:52:29,294,821,2026-01-29 11:26:21,172800,0,A151,2026-01-29 10:52:29,2026-01-29 11:26:21,2032,0,0,821,T2_delivery,M-Anika
C102418,U6527,DFW2,phone,account,P2,2026-02-07 19:32:28,,559,2026-02-07 19:39:41,172800,0,A150,2026-02-07 19:32:28,2026-02-07 19:39:41,433,0,0,559,T3_accounts,M-Kim
C100769,U15799,JFK5,chat,payment,P1,2026-01-13 15:23:34,99,243,,86400,0,A168,2026-01-13 15:23:34,2026-03-27 18:28:02,6318268,0,1,243,T3_accounts,M-Anika
C100037,U12461,PHX1,chat,refund,P1,2026-01-01,157,345,,86400,0,A153,2026-01-01 00:00:00,2026-03-27 18:28:02,7410482,0,1,345,T2_delivery,M-Kim
C102289,U13802,SEA3,email,account,P3,05-02-2026 21:24,380,874,2026-02-05 21:46:33,259200,0,A149,2026-02-05 21:24:00,2026-02-05 21:46:33,1353,0,0,874,T1_returns,M-Javier
C102345,U18190,JFK5,chat,payment,P3,2026-02-06 11:09:01,200,506,02/06/2026 11:20,259200,0,A124,2026-02-06 11:09:01,2026-02-06 11:20:00,659,0,0,506,T1_returns,M-Javier
C102129,U5244,PHX1,chat,wrong_item,P2,2026-02-03 09:20:34,,416,03-02-2026 09:37,172800,0,A120,2026-02-03 09:20:34,2026-02-03 09:37:00,986,0,0,416,T2_delivery,M-Kim
C102574,U13504,PHX1,phone,damaged_item,P3,2026-02-10 10:29:06,256,525,2026-02-10 10:49:51,259200,0,A145,2026-02-10 10:29:06,2026-02-10 10:49:51,1245,0,0,525,T2_delivery,M-Anika
C101678,U14394,DFW2,chat,damaged_item,P3,27-01-2026 18:48,193,704,27-01-2026 19:05,259200,0,A109,2026-01-27 18:48:00,2026-01-27 19:05:00,1020,0,0,704,T3_accounts,M-Rita
C102601,U17243,DFW2,phone,refund,P1,2026-02-10,217,454,2026-02-10 21:09:10,86400,0,A103,2026-02-10 00:00:00,2026-02-10 21:09:10,76150,0,0,454,T2_delivery,M-Anika
C101692,U6546,DFW2,email,refund,P3,2026-01-27 07:17:36,124,651,2026-01-27 07:45:13,259200,0,A122,2026-01-27 07:17:36,2026-01-27 07:45:13,1657,0,0,651,T3_accounts,M-Rita
C102320,U17344,PHX1,chat,account,P3,2026-02-06 07:16:29,139,250,2026-02-06 07:25:12,259200,0,A146,2026-02-06 07:16:29,2026-02-06 07:25:12,523,0,0,250,T2_delivery,M-Rita
C100098,U14590,JFK5,phone,delivery_delay,P3,2026-01-02 09:31:45,196,922,2026-01-02 10:04:57,259200,0,A170,2026-01-02 09:31:45,2026-01-02 10:04:57,1992,0,0,922,T3_accounts,M-Javier
C102642,U8608,SEA3,callback,account,P3,2026-02-11 22:56:10,78,456,2026-02-11,259200,0,A121,2026-02-11 22:56:10,2026-02-11 00:00:00,,1,0,456,T3_accounts,M-Kim
C103204,U15407,JFK5,phone,payment,P1,2026-02-20,226,378,2026-02-20,86400,0,A163,2026-02-20 00:00:00,2026-02-20 00:00:00,0,0,0,378,T2_delivery,M-Anika
C101604,U17502,SEA3,email,refund,P1,2026-01-26 18:14:44,380,1261,2026-01-26 18:48:06,86400,0,A132,2026-01-26 18:14:44,2026-01-26 18:48:06,2002,0,0,1261,T3_accounts,M-Anika
C100577,U6875,JFK5,phone,refund,P2,01/10/2026 19:22,447,906,2026-01-10 19:49:17,172800,0,A143,2026-01-10 19:22:00,2026-01-10 19:49:17,1637,0,0,906,T1_returns,M-Rita
C100872,U18228,DFW2,email,wrong_item,P2,01/15/2026 16:57,688,1599,15-01-2026 17:58,172800,0,A109,2026-01-15 16:57:00,2026-01-15 17:58:00,3660,0,0,1599,T3_accounts,M-Rita
C101058,U16299,JFK5,email,account,P2,01/17/2026 08:51,425,894,01/17/2026 09:06,172800,0,A158,2026-01-17 08:51:00,2026-01-17 09:06:00,900,0,0,894,T2_delivery,M-Kim
C102257,U16753,JFK5,email,account,P2,2026-02-05 20:06:12,135,615,2026-02-05 20:29:27,172800,0,A999,2026-02-05 20:06:12,2026-02-05 20:29:27,1395,0,0,615,unknown,unknown
C100067,U11690,SEA3,phone,refund,P3,2026-01-02 22:41:28,602,950,2026-01-02 23:11:32,259200,0,A142,2026-01-02 22:41:28,2026-01-02 23:11:32,1804,0,0,950,T1_returns,M-Kim
C101721,U7447,PHX1,phone,unknown,P3,2026-01-27 13:39:38,,866,2026-01-27 14:01:18,259200,0,A157,2026-01-27 13:39:38,2026-01-27 14:01:18,1300,0,0,866,T1_returns,M-Rita
C101398,U6084,JFK5,chat,refund,P3,2026-01-22,370,641,2026-01-22 22:24:41,259200,0,A148,2026-01-22 00:00:00,2026-01-22 22:24:41,80681,0,0,641,T2_delivery,M-Kim
C103506,U8666,DFW2,chat,delivery_delay,P3,2026-02-25 16:41:52,284,463,2026-02-25 16:51:43,259200,0,A137,2026-02-25 16:41:52,2026-02-25 16:51:43,591,0,0,463,T2_delivery,M-Kim
C103371,U6059,JFK5,phone,damaged_item,P2,2026-02-23 08:55:14,516,952,,172800,0,A114,2026-02-23 08:55:14,2026-03-27 18:28:02,2799168,0,1,952,T2_delivery,M-Anika
C103212,U17348,SEA3,phone,account,P3,2026-02-20 20:54:47,269,893,2026-02-20 21:23:20,259200,0,A164,2026-02-20 20:54:47,2026-02-20 21:23:20,1713,0,0,893,T1_returns,M-Anika
C103468,U15946,JFK5,phone,payment,P3,2026-02-24 13:32:33,162,498,24-02-2026 13:52,259200,0,A130,2026-02-24 13:32:33,2026-02-24 13:52:00,1167,0,0,498,T1_returns,M-Rita
C103508,U5224,SEA3,phone,damaged_item,P2,2026-02-25 19:36:53,194,354,2026-02-25 19:48:39,172800,0,A135,2026-02-25 19:36:53,2026-02-25 19:48:39,706,0,0,354,T3_accounts,M-Kim
C100243,U10185,PHX1,chat,wrong_item,P2,2026-01-05,76,490,01/05/2026 13:45,172800,0,A116,2026-01-05 00:00:00,2026-01-05 13:45:00,49500,0,0,490,T2_delivery,M-Kim
C103025,U15906,JFK5,email,refund,P3,2026-02-17 20:46:06,255,568,17-02-2026 20:59,259200,0,A116,2026-02-17 20:46:06,2026-02-17 20:59:00,774,0,0,568,T2_delivery,M-Kim
C101486,U7998,JFK5,chat,delivery_delay,P2,2026-01-23 10:13:31,82,347,01/23/2026 10:23,172800,0,A126,2026-01-23 10:13:31,2026-01-23 10:23:00,569,0,0,347,T3_accounts,M-Rita
C101841,U14220,JFK5,chat,wrong_item,P3,01/29/2026 10:34,169,633,2026-01-29 10:53:05,259200,0,A163,2026-01-29 10:34:00,2026-01-29 10:53:05,1145,0,0,633,T2_delivery,M-Anika
C101275,U8353,JFK5,chat,refund,P3,01/21/2026 18:15,237,469,,259200,0,A159,2026-01-21 18:15:00,2026-03-27 18:28:02,5616782,0,1,469,T3_accounts,M-Javier
C100809,U7885,SEA3,phone,wrong_item,P2,2026-01-14,149,395,2026-01-14 10:44:36,172800,0,A124,2026-01-14 00:00:00,2026-01-14 10:44:36,38676,0,0,395,T1_returns,M-Javier
C102703,U9562,SEA3,chat,payment,P1,2026-02-12 16:37:11,154,584,2026-02-12 16:50:34,86400,0,A165,2026-02-12 16:37:11,2026-02-12 16:50:34,803,0,0,584,T2_delivery,M-Anika
C100934,U13535,SEA3,email,delivery_delay,P1,2026-01-16 14:20:44,381,1515,2026-01-16 14:54:23,86400,0,A129,2026-01-16 14:20:44,2026-01-16 14:54:23,2019,0,0,1515,T1_returns,M-Anika
